order_id,customer_id,order_date,total_amount
301,602,2024-03-21,657.2
302,476,2023-07-23,887.62
303,406,2024-05-13,903.62
304,309,2024-01-14,938.01
305,603,2024-01-18,725.62
306,658,2024-01-30,134.98
307,60,2023-11-15,686.21
308,941,2023-10-16,953.76
309,319,2024-05-09,540.84
310,918,2024-01-25,356.83
311,417,2023-12-24,26.83
312,300,2023-12-22,654.0
313,828,2023-09-22,609.18
314,631,2023-11-25,424.58
315,645,2024-05-08,982.28
316,716,2023-12-05,984.72
317,981,2024-07-09,774.49
318,938,2023-11-28,556.47
319,971,2023-10-25,680.12
320,902,2023-09-13,213.47
321,619,2023-09-26,514.36
322,481,2024-07-09,687.77
323,349,2024-02-16,570.06
324,15,2024-07-03,987.94
325,811,2023-09-07,793.9
326,734,2023-10-23,328.68
327,287,2024-03-12,613.31
328,298,2024-07-08,575.66
329,739,2023-10-09,22.97
330,325,2023-09-26,655.93
331,480,2023-08-26,724.47
332,984,2024-04-24,649.62
333,76,2024-03-15,558.06
334,761,2023-08-26,606.59
335,405,2024-06-17,14.19
336,205,2024-06-10,414.93
337,394,2024-05-02,761.49
338,435,2023-08-21,72.32
339,482,2023-08-04,356.47
340,15,2023-10-28,798.69
341,992,2024-02-07,461.46
342,465,2024-04-10,201.39
343,281,2023-08-12,964.69
344,711,2024-05-19,87.96
345,737,2023-09-04,77.74
346,592,2024-06-22,338.67
347,822,2024-07-06,693.7
348,812,2024-05-08,259.35
349,225,2024-07-10,132.67
350,222,2024-04-29,676.83
351,352,2024-01-11,811.98
352,184,2024-05-02,911.52
353,466,2024-03-15,100.5
354,876,2024-01-28,855.97
355,702,2024-01-05,322.58
356,321,2024-03-26,814.63
357,554,2024-05-30,855.27
358,346,2023-09-25,654.89
359,984,2023-11-20,442.01
360,402,2024-01-06,461.43
361,526,2023-07-25,488.17
362,357,2023-09-02,87.38
363,782,2024-04-11,337.64
364,171,2024-07-10,995.04
365,87,2024-03-07,559.63
366,489,2023-11-28,493.41
367,861,2023-07-22,930.95
368,628,2024-01-11,472.14
369,468,2024-04-22,843.81
370,604,2024-07-12,518.74
371,949,2024-02-25,681.99
372,945,2023-12-25,117.13
373,671,2024-03-30,283.33
374,175,2023-08-01,105.45
375,835,2024-04-28,911.66
376,238,2023-09-21,882.45
377,578,2024-01-28,85.45
378,825,2024-01-30,547.4
379,711,2024-03-06,707.66
380,575,2024-03-26,858.66
381,67,2024-07-03,54.75
382,533,2024-05-11,662.66
383,427,2024-04-12,855.19
384,494,2023-09-30,691.53
385,1,2024-05-18,343.67
386,267,2024-03-04,803.41
387,636,2024-03-22,526.3
388,422,2023-09-12,160.39
389,933,2023-10-24,783.39
390,185,2023-12-10,806.48
391,11,2024-06-29,570.27
392,174,2024-07-09,503.92
393,936,2024-02-26,902.12
394,967,2024-05-30,595.39
395,1,2024-07-07,32.28
396,631,2024-04-18,703.71
397,748,2024-05-29,66.8
398,742,2023-08-02,655.56
399,143,2024-01-29,973.83
400,183,2023-09-11,989.4
401,575,2023-08-02,466.84
402,466,2024-04-24,274.96
403,942,2024-01-14,818.42
404,373,2023-07-19,479.35
405,36,2023-08-17,802.83
406,999,2024-04-07,697.58
407,249,2023-12-20,897.88
408,821,2023-10-29,62.63
409,919,2023-12-01,929.69
410,410,2024-04-08,409.6
411,123,2023-12-05,565.54
412,723,2023-12-08,552.16
413,364,2023-09-23,107.71
414,859,2024-06-05,64.8
415,34,2023-09-26,781.89
416,400,2023-10-26,54.2
417,796,2023-12-25,279.18
418,694,2024-06-25,401.91
419,925,2023-08-19,314.17
420,537,2024-03-06,776.6
421,185,2023-07-21,624.61
422,721,2023-11-07,929.91
423,985,2024-06-10,763.84
424,601,2024-02-21,742.83
425,331,2023-12-24,431.37
426,314,2024-03-28,384.79
427,830,2024-01-09,122.25
428,314,2024-06-06,744.67
429,381,2024-02-13,460.37
430,718,2024-02-06,756.22
431,527,2024-03-05,589.27
432,486,2024-02-19,105.72
433,974,2023-12-23,101.9
434,607,2024-04-26,333.42
435,200,2023-10-03,624.73
436,882,2024-05-27,956.43
437,277,2023-08-09,217.59
438,964,2023-07-29,848.42
439,867,2023-07-21,882.6
440,486,2023-11-02,239.72
441,32,2024-03-31,660.01
442,830,2024-04-30,751.3
443,231,2023-11-02,411.77
444,986,2023-11-29,181.55
445,501,2023-11-10,221.16
446,950,2024-01-22,578.95
447,329,2023-07-19,278.48
448,331,2024-04-09,948.9
449,491,2024-02-22,484.81
450,303,2023-11-03,86.92
451,109,2023-10-17,949.15
452,463,2023-07-22,918.1
453,181,2023-12-23,888.16
454,265,2024-06-19,562.65
455,891,2024-03-06,81.22
456,23,2024-01-14,472.67
457,985,2024-03-17,526.29
458,63,2023-08-27,282.8
459,283,2024-02-28,361.89
460,223,2024-01-11,306.44
461,260,2024-03-16,256.65
462,190,2023-07-26,50.82
463,842,2023-12-09,581.93
464,989,2024-03-10,466.86
465,295,2023-08-15,550.63
466,789,2023-08-28,923.62
467,199,2023-10-19,96.64
468,768,2023-10-17,781.98
469,692,2024-02-27,319.71
470,11,2024-05-15,987.93
471,458,2024-04-21,222.46
472,803,2024-03-16,770.48
473,656,2023-08-26,117.18
474,728,2023-09-09,501.08
475,25,2023-08-16,878.5
476,999,2024-05-07,932.59
477,13,2023-08-28,75.08
478,804,2023-11-15,877.71
479,450,2024-01-16,228.0
480,962,2024-03-09,442.66
481,654,2023-09-28,174.62
482,851,2024-06-29,435.05
483,802,2023-12-20,946.38
484,919,2023-08-27,871.79
485,110,2024-07-11,588.52
486,219,2024-03-14,306.68
487,780,2024-01-27,621.75
488,704,2023-11-27,136.41
489,218,2024-03-17,302.44
490,40,2023-08-15,287.19
491,774,2024-04-17,557.29
492,71,2024-01-08,571.98
493,115,2023-09-09,58.29
494,664,2024-05-17,345.49
495,752,2024-05-27,851.76
496,445,2023-12-09,479.57
497,561,2023-10-26,183.51
498,190,2024-01-26,283.56
499,272,2024-01-18,255.91
500,816,2024-02-09,857.93
501,329,2023-12-12,318.21
502,577,2023-07-25,434.91
503,826,2024-02-19,47.68
504,300,2024-02-14,53.29
505,474,2024-02-29,600.23
506,63,2023-11-14,356.4
507,995,2024-06-26,242.5
508,288,2024-05-15,811.67
509,590,2023-10-27,145.08
510,438,2024-05-26,630.3
511,893,2024-04-11,818.72
512,553,2024-03-04,478.94
513,756,2024-04-08,608.85
514,714,2023-07-29,374.82
515,28,2023-07-29,131.37
516,307,2023-09-15,83.19
517,887,2023-08-19,367.56
518,26,2023-12-08,757.05
519,453,2023-11-13,392.15
520,876,2024-05-17,656.84
521,471,2023-08-30,105.67
522,623,2024-01-28,804.18
523,688,2023-09-21,113.48
524,43,2024-05-11,741.73
525,530,2023-12-29,761.69
526,719,2023-11-15,66.31
527,447,2023-11-02,781.94
528,49,2024-03-07,852.0
529,932,2023-07-30,963.25
530,62,2024-05-13,248.64
531,685,2023-10-14,635.45
532,901,2024-02-29,173.65
533,287,2024-05-27,469.26
534,817,2023-09-10,191.27
535,474,2023-11-29,368.41
536,919,2024-04-03,970.43
537,219,2024-01-06,948.1
538,30,2023-10-09,875.94
539,991,2024-06-02,840.39
540,480,2023-12-20,686.26
541,118,2024-04-07,355.51
542,962,2023-10-24,686.95
543,806,2024-04-03,126.51
544,225,2024-01-18,984.17
545,735,2024-06-19,494.4
546,205,2023-11-10,220.36
547,675,2023-08-16,859.42
548,102,2023-11-06,589.98
549,186,2023-09-04,545.87
550,471,2023-10-04,287.25
551,390,2024-03-11,802.08
552,952,2023-10-14,12.43
553,842,2024-04-29,689.99
554,664,2024-04-22,961.48
555,557,2023-12-29,577.39
556,238,2023-12-23,707.82
557,633,2024-02-24,285.55
558,689,2024-03-28,231.24
559,382,2024-07-01,68.18
560,873,2024-05-07,877.59
561,797,2024-07-03,968.25
562,821,2024-03-22,473.67
563,172,2024-04-21,755.86
564,510,2024-05-01,523.82
565,676,2023-11-29,329.89
566,378,2024-01-10,604.06
567,671,2023-11-11,434.36
568,854,2023-07-22,224.35
569,995,2023-12-05,53.83
570,431,2024-03-24,179.63
571,780,2023-09-13,244.97
572,406,2023-09-04,531.53
573,549,2023-09-14,431.12
574,824,2023-08-23,472.57
575,889,2024-06-24,204.03
576,709,2024-07-03,485.12
577,477,2024-06-19,558.87
578,900,2024-07-03,663.36
579,276,2023-10-30,260.94
580,705,2024-06-12,721.5
581,539,2024-05-21,349.52
582,501,2023-10-04,459.39
583,541,2023-09-19,267.92
584,176,2024-02-26,251.53
585,689,2023-12-24,658.77
586,86,2024-04-03,794.2
587,270,2024-06-21,609.29
588,893,2024-03-20,393.99
589,199,2023-11-17,97.5
590,806,2023-09-15,370.87
591,244,2023-10-15,59.39
592,840,2023-08-28,804.82
593,104,2024-05-07,362.65
594,651,2024-05-03,536.03
595,384,2023-12-19,304.83
596,364,2023-10-08,889.88
597,763,2024-06-08,252.02
598,21,2023-08-16,885.55
599,515,2023-09-17,707.05
600,497,2024-02-17,989.16
601,355,2023-12-12,78.65
602,325,2024-03-27,711.89
603,916,2023-09-07,885.88
604,852,2024-02-27,659.47
605,341,2023-08-11,713.8
606,414,2024-02-09,100.16
607,251,2024-01-20,887.15
608,56,2024-06-12,411.56
609,213,2023-11-08,930.16
610,138,2024-07-15,388.36
611,417,2024-03-18,799.35
612,933,2024-03-26,257.34
613,624,2024-02-16,952.58
614,451,2023-08-26,753.35
615,770,2023-08-03,292.6
616,699,2024-04-06,674.62
617,237,2024-05-26,63.99
618,45,2023-10-15,330.36
619,299,2023-09-01,817.95
620,663,2023-09-10,954.22
621,805,2023-12-20,362.88
622,190,2024-01-10,314.57
623,167,2024-03-13,375.55
624,85,2023-11-13,278.37
625,774,2023-10-22,344.76
626,413,2023-11-04,743.95
627,59,2023-08-31,618.43
628,754,2024-02-16,266.29
629,821,2024-02-19,384.41
630,890,2023-10-03,687.83
631,879,2023-12-08,767.95
632,936,2023-09-02,79.82
633,230,2024-02-20,111.05
634,75,2024-06-17,769.65
635,124,2023-08-16,895.0
636,693,2023-09-09,273.75
637,915,2024-06-07,659.34
638,290,2024-03-15,404.15
639,248,2024-07-15,771.47
640,1,2024-04-13,40.44
641,951,2023-10-19,555.08
642,590,2023-11-20,420.25
643,926,2024-02-22,430.87
644,802,2023-09-25,752.02
645,755,2024-04-04,534.02
646,720,2023-11-01,890.05
647,285,2023-12-08,942.01
648,927,2024-02-16,498.33
649,981,2023-10-09,165.51
650,383,2024-01-30,736.73
651,941,2024-07-15,498.06
652,515,2024-02-03,197.48
653,595,2023-09-23,663.21
654,618,2023-10-30,828.8
655,150,2023-12-15,660.2
656,721,2024-01-05,676.78
657,253,2023-10-23,602.06
658,650,2024-06-18,673.92
659,669,2023-10-19,920.01
660,775,2023-09-12,352.85
661,182,2024-04-08,970.31
662,167,2024-03-04,148.57
663,818,2024-03-28,957.23
664,331,2023-09-24,523.93
665,842,2023-10-26,833.58
666,385,2023-11-05,897.83
667,916,2024-04-22,851.94
668,769,2023-10-26,580.17
669,400,2023-09-25,362.5
670,213,2024-03-24,198.75
671,594,2024-07-14,737.51
672,459,2023-09-16,66.72
673,864,2024-03-02,774.05
674,878,2023-11-24,555.63
675,702,2023-10-29,537.99
676,698,2023-10-13,161.61
677,784,2024-06-16,86.98
678,891,2023-09-28,88.23
679,594,2024-05-03,932.5
680,974,2023-08-27,621.46
681,59,2024-07-03,819.66
682,864,2024-05-16,410.13
683,742,2023-11-21,425.21
684,212,2023-09-15,56.28
685,772,2024-02-23,985.4
686,694,2023-10-04,662.3
687,15,2024-06-11,201.56
688,418,2023-08-27,135.22
689,636,2024-04-09,866.04
690,563,2023-10-15,742.91
691,19,2023-12-10,824.25
692,813,2023-12-28,659.63
693,516,2024-05-16,79.47
694,404,2024-05-29,173.84
695,155,2023-10-05,994.26
696,251,2024-07-03,268.35
697,819,2024-01-14,61.39
698,115,2024-07-09,758.88
699,477,2023-08-09,252.43
700,758,2024-04-22,962.31
701,934,2023-09-09,275.39
702,895,2023-12-24,660.02
703,412,2024-02-29,573.09
704,272,2023-08-21,596.85
705,437,2023-08-05,821.95
706,764,2023-10-16,452.33
707,352,2023-09-26,140.19
708,448,2024-02-22,372.94
709,984,2023-10-11,125.45
710,51,2023-09-15,690.66
711,544,2024-01-22,466.75
712,728,2024-06-25,116.03
713,380,2023-10-26,30.35
714,906,2023-11-25,10.0
715,954,2024-07-03,735.56
716,933,2023-10-09,234.84
717,118,2024-03-27,567.67
718,758,2024-06-28,820.51
719,381,2024-03-01,376.47
720,235,2024-05-29,241.24
721,280,2023-09-25,522.53
722,765,2023-09-05,687.33
723,763,2023-09-08,385.93
724,671,2024-01-30,382.95
725,589,2024-01-21,48.8
726,955,2023-12-31,180.57
727,889,2023-12-31,298.92
728,821,2023-11-13,976.85
729,561,2024-02-18,913.09
730,648,2023-10-10,743.04
731,875,2024-05-09,485.98
732,32,2024-02-10,778.13
733,810,2024-01-13,893.84
734,405,2024-06-26,635.53
735,847,2024-04-06,684.1
736,228,2024-04-30,187.86
737,132,2024-05-24,726.17
738,514,2023-09-29,235.14
739,744,2023-11-30,268.04
740,296,2023-08-19,756.47
741,960,2023-08-15,665.77
742,38,2023-09-05,531.11
743,463,2024-06-07,886.28
744,683,2024-05-05,943.54
745,437,2024-06-10,969.79
746,663,2024-06-08,226.8
747,570,2024-01-03,109.71
748,397,2024-03-17,314.65
749,296,2023-08-20,655.14
750,73,2024-01-13,103.87
751,902,2023-11-17,583.7
752,920,2024-05-04,181.58
753,341,2023-10-27,273.43
754,22,2024-03-18,97.36
755,783,2023-11-08,827.06
756,923,2023-08-24,784.86
757,92,2024-06-30,331.21
758,624,2023-09-02,310.96
759,25,2023-08-16,323.12
760,682,2023-07-23,53.0
761,581,2023-11-21,594.79
762,139,2023-09-12,934.25
763,287,2024-07-05,100.08
764,38,2024-07-01,478.23
765,723,2024-03-17,787.55
766,47,2023-09-01,638.51
767,2,2024-02-08,699.69
768,679,2024-01-20,142.0
769,944,2024-01-16,453.81
770,285,2023-09-23,852.23
771,747,2023-11-30,978.04
772,922,2024-06-22,993.47
773,188,2023-11-26,941.05
774,410,2023-11-01,501.1
775,659,2023-12-21,249.38
776,277,2024-06-02,314.12
777,556,2023-09-28,294.83
778,215,2024-02-18,210.13
779,736,2023-11-28,99.96
780,139,2023-07-31,357.68
781,960,2023-12-03,963.61
782,672,2023-12-21,996.61
783,677,2024-03-16,720.13
784,413,2024-04-06,20.56
785,492,2023-10-10,379.88
786,540,2023-08-04,265.94
787,379,2024-04-16,492.73
788,485,2024-05-05,609.4
789,172,2024-07-11,118.82
790,893,2024-04-27,325.04
791,638,2024-03-28,377.45
792,599,2023-12-31,669.97
793,794,2023-08-07,398.72
794,851,2023-12-28,904.57
795,708,2023-10-11,389.67
796,156,2024-01-30,255.98
797,259,2024-05-21,460.93
798,911,2023-07-24,244.72
799,703,2024-05-20,800.22
800,162,2024-03-18,150.88
801,862,2024-01-31,114.9
802,622,2024-06-22,712.32
803,30,2023-10-18,895.98
804,14,2024-03-04,621.08
805,558,2023-12-08,174.44
806,251,2024-06-26,542.68
807,340,2023-11-23,575.23
808,90,2024-03-30,331.96
809,732,2024-06-11,118.48
810,317,2023-09-30,51.48
811,613,2024-06-17,470.62
812,998,2023-12-15,373.3
813,309,2023-07-25,369.32
814,498,2024-06-27,169.56
815,141,2024-05-26,663.1
816,916,2023-12-03,392.59
817,347,2024-06-23,176.32
818,367,2024-03-07,657.53
819,856,2023-09-01,169.78
820,749,2023-12-12,136.6
821,191,2024-06-02,95.99
822,568,2023-10-27,673.38
823,770,2024-06-03,887.43
824,774,2024-04-11,136.83
825,919,2024-05-24,929.05
826,915,2023-07-27,464.74
827,487,2024-07-12,207.18
828,79,2023-09-29,483.71
829,768,2024-07-07,374.14
830,921,2023-09-24,653.22
831,943,2023-07-19,531.94
832,855,2023-11-10,893.65
833,846,2024-02-21,354.39
834,816,2024-01-16,911.01
835,35,2024-03-29,474.3
836,643,2023-08-03,686.77
837,511,2024-03-24,235.26
838,660,2024-07-10,138.22
839,105,2023-08-09,193.81
840,172,2023-09-18,560.8
841,4,2023-07-31,492.14
842,544,2023-07-27,549.56
843,903,2024-06-24,782.91
844,26,2024-04-23,399.89
845,382,2023-12-08,222.24
846,353,2023-12-22,524.39
847,185,2024-05-08,622.97
848,900,2024-03-16,377.58
849,162,2023-09-18,84.71
850,508,2024-03-26,97.16
851,497,2024-02-16,665.71
852,224,2023-10-03,648.32
853,516,2024-06-21,154.7
854,474,2023-11-10,822.26
855,628,2023-10-24,444.51
856,450,2023-10-01,920.28
857,199,2023-11-21,306.47
858,976,2024-01-25,743.16
859,180,2024-01-14,349.28
860,126,2023-08-12,476.09
861,651,2024-03-30,854.83
862,101,2024-05-25,460.87
863,176,2024-05-29,108.46
864,708,2023-08-27,312.61
865,222,2024-01-26,390.34
866,252,2023-12-28,100.67
867,568,2024-04-23,163.2
868,209,2023-07-18,900.41
869,165,2023-12-22,964.32
870,875,2023-12-20,297.09
871,894,2023-08-09,373.78
872,863,2023-11-24,893.11
873,967,2024-05-12,971.09
874,220,2023-12-10,721.06
875,987,2023-08-17,453.04
876,627,2024-01-24,588.99
877,690,2023-10-23,108.96
878,162,2023-12-13,825.96
879,375,2024-06-14,135.15
880,60,2023-07-29,892.52
881,49,2024-02-04,195.62
882,625,2023-11-14,607.86
883,467,2024-02-18,848.9
884,718,2024-07-11,246.01
885,391,2024-03-12,861.73
886,185,2024-05-08,617.09
887,877,2024-06-29,186.23
888,17,2023-10-21,754.29
889,526,2024-07-08,126.02
890,20,2024-02-15,539.24
891,291,2023-12-17,17.11
892,107,2024-05-20,949.26
893,597,2023-08-08,304.81
894,157,2024-06-28,642.89
895,425,2024-03-03,636.46
896,192,2024-02-14,423.94
897,973,2023-09-20,834.94
898,262,2024-02-06,279.8
899,337,2024-03-27,456.34
900,897,2024-01-14,445.72
901,745,2023-09-22,804.91
902,806,2024-03-16,155.59
903,91,2024-01-06,766.53
904,723,2023-10-07,813.12
905,852,2023-10-17,862.92
906,529,2023-10-23,707.31
907,574,2024-04-18,189.14
908,875,2023-09-12,359.8
909,671,2023-09-29,204.24
910,413,2024-06-21,24.55
911,247,2024-01-14,188.21
912,520,2023-08-25,537.6
913,152,2023-12-27,737.55
914,909,2024-07-03,179.47
915,353,2024-02-02,128.61
916,249,2023-12-09,177.1
917,639,2023-08-14,437.62
918,772,2023-12-20,48.39
919,467,2023-07-25,328.06
920,754,2023-12-04,291.49
921,536,2023-09-12,277.21
922,111,2024-06-13,415.71
923,215,2024-05-07,778.78
924,671,2023-09-09,847.58
925,320,2024-05-13,575.33
926,920,2024-07-02,842.93
927,109,2024-06-24,491.71
928,469,2023-09-22,88.84
929,368,2023-10-17,556.62
930,922,2023-12-22,383.89
